CONTROL_JOB_NO,REGION_NAME,BUSINESS_UNIT,OFFICE_NAME,CITY,STATE,CORE_MARKET,MARKET_SECTOR,PROJECT_TYPE,TOTAL_CONTROL_ESTIMATE,BUILDING_SIZE
PROJECT_0045,Northwest,Bay Area,Silicon Valley,San Mateo,WA,Clinical Infrastructure,,Hospitals,0.0,4000.0
PROJECT_0315,Northeast,DC - Baltimore,Washington DC,Chantilly,VA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,18917333.0,30000.0
PROJECT_0272,Central,Dallas FTW,Dallas FTW,Fort Worth,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,26207893.0,104000.0
PROJECT_0067,Northwest,Sacramento,Sacramento,Santa Rosa,CA,Clinical Infrastructure,,Hospitals,48004.0,0.0
PROJECT_0247,Central,Austin,Austin,Lakeway,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,902569.0,
PROJECT_0284,Central,Dallas FTW,Dallas FTW,Plano,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1089797.0,25000.0
PROJECT_0041,Northwest,Bay Area,Silicon Valley,San Rafael,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),71609.0,
PROJECT_0009,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,,Mission Critical,438184.0,50000.0
PROJECT_0386,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1358963.0,1200.0
PROJECT_0505,Northeast,New Jersey,New Jersey,Levittown,PA,Corporate & Workplace,CW-Finance/Banking/Insurance,Mission Critical,2277793.0,5000.0
PROJECT_0329,Northeast,DC - Baltimore,Washington DC,Washington,DC,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,1716585.72,19147.0
PROJECT_0040,Northwest,Bay Area,Silicon Valley,,,Advanced Systems & Innovation,,Advanced Manufacturing,51137.0,200000.0
PROJECT_0075,Northwest,Sacramento,Sacramento,Sacramento,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2329778.0,1500.0
PROJECT_0132,Southwest,SoCal,Newport Beach,Thousand Oaks,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,7012654.0,30000.0
PROJECT_0157,Southwest,SoCal,Newport Beach,,,,,,0.0,
PROJECT_0083,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,CI-Healthcare Provider,R&amp;D Building (Laboratories),126507.0,2000000.0
PROJECT_0051,Northwest,Bay Area,Silicon Valley,,,Biomedical Facilities,,R&amp;D Building (Laboratories),148700.0,3300.0
PROJECT_0230,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,,Advanced Manufacturing,1953335.0,5000.0
PROJECT_0472,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Corporate & Workplace,,Office,7500.0,30000.0
PROJECT_0522,Northeast,Boston,Boston,Cambridge,MA,Academic Institutions,AI-Private,Education/Classroom Space,0.0,6900.0
PROJECT_0236,Central,Austin,Austin,San Antonio,TX,Advanced Systems & Innovation,ASI-Developer,Other,15038330.0,5892.0
PROJECT_0070,Northwest,Sacramento,Sacramento,Chico,CA,Academic Institutions,AI-Public,Education/Classroom Space,36123236.0,30000.0
PROJECT_0212,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,75000.0
PROJECT_0534,Northeast,Boston,Boston,Waltham,MA,Clinical Infrastructure,CI-Healthcare Provider,Other,0.0,30000.0
PROJECT_0107,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,11726457.0,10000.0
PROJECT_0410,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,Biopharm Manufacturing,359312250.0,214000.0
PROJECT_0169,Southwest,Arizona,Phoenix,Mesa,AZ,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,1407317522.0,1400000.0
PROJECT_0520,Northeast,Boston,Boston,Southborough,MA,Clinical Infrastructure,CI-Developer,Outpatient Healthcare,8556655.0,45000.0
PROJECT_0087,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),48106.0,249000.0
PROJECT_0083,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,2000000.0
PROJECT_0377,Southeast,Atlanta,Atlanta,Sandy Springs,GA,Corporate & Workplace,,Office,835109.0,15000.0
PROJECT_0155,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,ASI-Defense & Aerospace,Advanced Manufacturing,0.0,250000.0
PROJECT_0397,Southeast,South Florida,South Florida,Coral Gables,FL,Academic Institutions,,Sports and Athletics,2935000.0,54300.0
PROJECT_0539,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,,R&amp;D Building (Laboratories),142755.0,
PROJECT_0285,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,CW-Developer,Office,203544.0,290000.0
PROJECT_0127,Southwest,SoCal,Newport Beach,Wildomar,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,247387802.46,235000.0
PROJECT_0307,Northeast,DC - Baltimore,Washington DC,ASHBURN,VA,Advanced Systems & Innovation,,Mission Critical,34230589.0,330800.0
PROJECT_0353,Northeast,DC - Baltimore,Baltimore,Towson,MD,Academic Institutions,AI-Public,Education/Classroom Space,0.0,125000.0
PROJECT_0041,Northwest,Bay Area,Silicon Valley,,,Biomedical Facilities,,R&amp;D Building (Laboratories),3569802.0,
PROJECT_0375,Southeast,Atlanta,Atlanta,Lithia Springs,GA,Advanced Systems & Innovation,,Mission Critical,49606386.0,170000.0
PROJECT_0008,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Clinical Infrastructure,,Outpatient Healthcare,209819543.0,243000.0
PROJECT_0409,Southeast,Raleigh-Durham,Raleigh-Durham,Raleigh,NC,Academic Institutions,,Hospitals,0.0,100000.0
PROJECT_0543,Northwest,Pacific Northwest,Seattle,Seattle,WA,Corporate & Workplace,,R&amp;D Building (Laboratories),386641.0,26187.0
PROJECT_0323,Northeast,DC - Baltimore,Washington DC,Fredericksburg,VA,Advanced Systems & Innovation,,Mission Critical,4600007.0,85.0
PROJECT_0092,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),207924.0,165000.0
PROJECT_0143,Southwest,SoCal,Newport Beach,Pasadena,CA,Clinical Infrastructure,,Outpatient Healthcare,156232.0,450.0
PROJECT_0245,Central,Austin,Austin,Denver,CO,Advanced Systems & Innovation,ASI-Developer,Mission Critical,137072881.0,48.0
PROJECT_0414,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Bio-Agricultural/Food Science,R&amp;D Building (Laboratories),2888968.0,4622.0
PROJECT_0104,Southwest,San Diego,San Diego,San Diego,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,10513307.0,150000.0
PROJECT_0378,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,,Hospitals,958078.0,14000.0
PROJECT_0501,Northeast,New Jersey,New Jersey,Branchburg,NJ,Biomedical Facilities,,Biopharm Manufacturing,2890719.5,10000.0
PROJECT_0368,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Clinical Infrastructure,,Hospitals,566911.0,10000.0
PROJECT_0399,Southeast,South Florida,South Florida,Kendall,FL,Clinical Infrastructure,,Hospitals,450000.0,400000.0
PROJECT_0166,Southwest,SoCal,Newport Beach,Long Beach,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1135815.0,3400.0
PROJECT_0548,Northwest,Pacific Northwest,Seattle,,,Clinical Infrastructure,,Outpatient Healthcare,1035625.99,160000.0
PROJECT_0421,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,,Biomedical Facilities,,Warehouse / Distribution,554416.0,
PROJECT_0135,Southwest,SoCal,Newport Beach,,,Corporate & Workplace,,Other,382075.0,
PROJECT_0065,Northwest,Sacramento,Sacramento,Fairfield,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,1372406.0,600.0
PROJECT_0308,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,,Mission Critical,3996215.0,4.0
PROJECT_0286,Central,Dallas FTW,Dallas FTW,Westlake,TX,Corporate & Workplace,,Office,99955.0,9000.0
PROJECT_0398,Southeast,South Florida,South Florida,Miami,FL,Academic Institutions,,Education/Classroom Space,0.0,5066.0
PROJECT_0217,Southwest,Arizona,Tucson,Tucson,AZ,Academic Institutions,AI-Public,Other,47793082.0,59000.0
PROJECT_0096,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),51000.0,43530.0
PROJECT_0423,Southeast,Raleigh-Durham,Raleigh-Durham,Wilson,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,168600.0,
PROJECT_0374,Southeast,Atlanta,Atlanta,Atlanta,GA,Advanced Systems & Innovation,,Mission Critical,2258403.0,10000.0
PROJECT_0119,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),428495.0,50000.0
PROJECT_0444,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,,Education/Classroom Space,743866.0,8500.0
PROJECT_0088,Southwest,San Diego,San Diego,San Marcos,CA,Academic Institutions,AI-Public,Office,10244664.0,155000.0
PROJECT_0373,Southeast,Atlanta,Atlanta,Atlanta,GA,Academic Institutions,AI-Public,Education/Classroom Space,65030213.0,107902.0
PROJECT_0055,Northwest,Bay Area,Silicon Valley,Mountain View,CA,Corporate & Workplace,CW-3rd Party CMs,Office,106948.0,300000.0
PROJECT_0189,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,79770.0,6040.0
PROJECT_0179,Southwest,Arizona,Phoenix,Scottsdale,AZ,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,5402954.0,30725.0
PROJECT_0320,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,343003.0
PROJECT_0118,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),30000.0,
PROJECT_0364,Northeast,DC - Baltimore,Baltimore,Towson,MD,Clinical Infrastructure,,Hospitals,337925.0,75000.0
PROJECT_0321,Northeast,DC - Baltimore,Washington DC,Dulles,VA,Advanced Systems & Innovation,,Mission Critical,5753108.0,24.0
PROJECT_0273,Central,Dallas FTW,Dallas FTW,Denton,TX,Clinical Infrastructure,,Hospitals,2122109.0,1100.0
PROJECT_0111,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,Other,536575.0,2850.0
PROJECT_0037,Northwest,Bay Area,Silicon Valley,Oakland,CA,Corporate & Workplace,CW-Professional Services,Office,1385617.0,20000.0
PROJECT_0285,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,,Office,0.0,290000.0
PROJECT_0465,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Academic Institutions,,Education/Classroom Space,0.0,105000.0
PROJECT_0187,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,7150783.0,5100.0
PROJECT_0452,Southeast,Central Florida,Orlando,Lake Buena Vista,FL,Corporate & Workplace,,Hotel / Convention Center,1296460.0,21000.0
PROJECT_0202,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1754476.0,
PROJECT_0253,Central,Houston,Houston,Houston,TX,Clinical Infrastructure,,Hospitals,210178.0,37000.0
PROJECT_0319,Northeast,DC - Baltimore,Washington DC,Herndon,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,158299834.0,406200.0
PROJECT_0386,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,,Hospitals,0.0,1200.0
PROJECT_0459,Southeast,Central Florida,Orlando,Groveland,FL,Other,OTH-Energy Provider,Warehouse / Distribution,0.0,68195.0
PROJECT_0028,Northwest,Bay Area,Silicon Valley,Petaluma,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),5036540.0,7000.0
PROJECT_0258,Central,Houston,Houston,Houston,TX,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,798237.0,650.0
PROJECT_0121,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),0.0,500.0
PROJECT_0021,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),130160.0,85000.0
PROJECT_0412,Southeast,Raleigh-Durham,Raleigh-Durham,Garner,NC,Clinical Infrastructure,,Hospitals,9878640.43,416000.0
PROJECT_0168,Southwest,SoCal,Newport Beach,Anaheim,CA,Corporate & Workplace,CW-Professional Services,Warehouse / Distribution,274208.0,20000.0
PROJECT_0094,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),160000.0,99645.0
PROJECT_0271,Central,Dallas FTW,Dallas FTW,Garland,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,2407762.0,0.0
PROJECT_0300,,,Dallas (D3-C),Rayville,LA,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,1130737.0,2088000.0
PROJECT_0492,Southeast,Nashville,Nashville,,,Clinical Infrastructure,,Hospitals,104637.0,500.0
PROJECT_0332,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,0.0,10000.0
PROJECT_0233,Central,Austin,Austin,Del Valle,TX,Other,OTH-Other,Other,76822316.0,22.0
PROJECT_0463,Southeast,Central Florida,Orlando,Altamonte Springs,FL,Clinical Infrastructure,,Hospitals,1203142.0,7000.0
PROJECT_0388,Southeast,Atlanta,Atlanta,Rome,GA,Clinical Infrastructure,,Hospitals,93310.0,385.0
PROJECT_0232,Central,Austin,Austin,Hutto,TX,Advanced Systems & Innovation,,Mission Critical,4516204.0,450000.0
PROJECT_0339,Northeast,Richmond,Richmond,Richmond,VA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,155742464.56,210000.0
PROJECT_0286,Central,Dallas FTW,Dallas FTW,Westlake,TX,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,829989.0,9000.0
PROJECT_0256,Central,Houston,Houston,Houston,TX,Biomedical Facilities,,Biopharm Manufacturing,622413.0,70000.0
PROJECT_0002,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Corporate & Workplace,,Office,35882263.0,400000.0
PROJECT_0053,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Other,,Sports and Athletics,0.0,4000.0
PROJECT_0463,Southeast,Central Florida,Orlando,Altamonte Springs,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2988645.0,7000.0
PROJECT_0203,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,R&amp;D Building (Laboratories),574123.0,150000.0
PROJECT_0331,Northeast,DC - Baltimore,Washington DC,Washington DC,DC,Corporate & Workplace,CW-Developer,Office,2214828.0,55671.0
PROJECT_0486,Southeast,Nashville,Nashville,Nashville,TN,Corporate & Workplace,,Office,1971997.0,277000.0
PROJECT_0529,Northeast,Boston,Boston,Foxboro,MA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,701634.0,1100.0
PROJECT_0438,Southeast,Central Florida,Tampa,Tampa,FL,Other,,Education/Classroom Space,0.0,6000.0
PROJECT_0556,,,Denver (D8-B),Denver,CO,Advanced Systems & Innovation,ASI-Developer,Mission Critical,98171655.0,189000.0
PROJECT_0127,Southwest,SoCal,Newport Beach,Wildomar,CA,Clinical Infrastructure,,Hospitals,0.0,235000.0
PROJECT_0380,Southeast,Atlanta,Atlanta,Alpharetta,GA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),1693506.0,5000.0
PROJECT_0066,Northwest,Sacramento,Sacramento,Vacaville,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,821259.0,500.0
PROJECT_0274,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,22819729.0,106613.0
PROJECT_0417,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Academic Institutions,AI-Public,Sports and Athletics,0.0,55000.0
PROJECT_0109,Southwest,San Diego,San Diego,Encinitas,CA,Clinical Infrastructure,,Hospitals,1272619.0,34000.0
PROJECT_0144,Southwest,SoCal,Newport Beach,Northridge,CA,Academic Institutions,AI-Public,Education/Classroom Space,46835341.0,40000.0
PROJECT_0077,Northwest,Sacramento,Sacramento,Lodi,CA,Biomedical Facilities,BF-Medical Device,Biopharm Manufacturing,13942854.18,170000.0
PROJECT_0519,Northeast,Boston,Boston,S. Weymouth,MA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,3389991.0,10300.0
PROJECT_0052,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Internet & Telecom,Office,2505610.0,20000.0
PROJECT_0095,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Research & Development/Science & Technology,R&amp;D Building (Laboratories),2539120.0,2000.0
PROJECT_0480,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Corporate & Workplace,CW-3rd Party CMs,Office,407986.0,3900.0
PROJECT_0052,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,,Office,0.0,20000.0
PROJECT_0327,Northeast,DC - Baltimore,Washington DC,Washington,DC,Advanced Systems & Innovation,ASI-Defense & Aerospace,Office,2044959.0,
PROJECT_0244,Central,Austin,Austin,Austin,TX,Corporate & Workplace,CW-Developer,Office,3097775.0,55000.0
PROJECT_0275,Central,Dallas FTW,Dallas FTW,Southlake,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,9772055.06,0.0
PROJECT_0240,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,ASI-Enterprise Technologies,Office,0.0,100000.0
PROJECT_0051,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),30000.0,3300.0
PROJECT_0548,Northwest,Pacific Northwest,Seattle,Bellevue,WA,Clinical Infrastructure,,Outpatient Healthcare,0.0,160000.0
PROJECT_0422,Southeast,Raleigh-Durham,Raleigh-Durham,Clayton,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,4834876.0,60000.0
PROJECT_0490,Southeast,Nashville,Nashville,,,Advanced Systems & Innovation,,Mission Critical,301372.0,102500.0
PROJECT_0377,Southeast,Atlanta,Atlanta,Sandy Springs,GA,Corporate & Workplace,CW-Developer,Office,4447217.0,15000.0
PROJECT_0170,Southwest,Arizona,Phoenix,Goodyear,AZ,Advanced Systems & Innovation,ASI-Developer,Mission Critical,37905289.54,500000.0
PROJECT_0431,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,0.0,600.0
PROJECT_0362,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Corporate & Workplace,CW-Developer,Office,1183234.0,28590.0
PROJECT_0309,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,13.0
PROJECT_0219,Southwest,Arizona,Tucson,Tucson,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1702000.0,7112.0
PROJECT_0532,Northeast,Boston,Boston,Storrs,CT,Academic Institutions,,Sports and Athletics,0.0,190000.0
PROJECT_0049,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,BF-Medical Device,R&amp;D Building (Laboratories),0.0,15000.0
PROJECT_0229,Central,Austin,Austin,Austin,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,40964313.0,409389.0
PROJECT_0306,Northeast,DC - Baltimore,Washington DC,Alexandria,VA,Clinical Infrastructure,,Hospitals,693570384.0,1063821.0
PROJECT_0395,Southeast,South Florida,South Florida,Palm Beach Gardens,FL,Other,,Office,276631805.0,240000.0
PROJECT_0091,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),10238388.0,4200.0
PROJECT_0541,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),206555.0,230.0
PROJECT_0299,,,,Abilene,TX,Advanced Systems & Innovation,,Mission Critical,1004872459.0,200.0
PROJECT_0426,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,2017323.0,10000.0
PROJECT_0113,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Other,0.0,720.0
PROJECT_0076,Northwest,Sacramento,Sacramento,,,Biomedical Facilities,,Biopharm Manufacturing,195944.45,50000.0
PROJECT_0390,Southeast,South Florida,South Florida,,,Advanced Systems & Innovation,,Mission Critical,5535306.0,200000.0
PROJECT_0236,Central,Austin,Austin,San Antonio,TX,Advanced Systems & Innovation,,Other,4204007.0,5892.0
PROJECT_0352,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Clinical Infrastructure,,R&amp;D Building (Laboratories),41547331.0,554000.0
PROJECT_0400,Southeast,South Florida,South Florida,Miami Beach,FL,Corporate & Workplace,,Office,239096.0,6994.0
PROJECT_0445,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,,Education/Classroom Space,7886.0,192.0
PROJECT_0284,Central,Dallas FTW,Dallas FTW,Plano,TX,Clinical Infrastructure,,Hospitals,105853.0,25000.0
PROJECT_0151,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,,Mission Critical,2154123.0,113606.0
PROJECT_0563,,,Denver (D8-B),Englewood,CO,Clinical Infrastructure,CI-Healthcare Provider,Other,3068218.0,43.0
PROJECT_0514,Northeast,New Jersey,New Jersey,Levittown,PA,Corporate & Workplace,,Mission Critical,2653131.0,
PROJECT_0234,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,,Advanced Manufacturing,2697945.0,112000.0
PROJECT_0516,Northeast,Boston,Boston,Cambridge,MA,Biomedical Facilities,,R&amp;D Building (Laboratories),19861446.0,144000.0
PROJECT_0259,Central,Dallas FTW,Dallas FTW,Plano,TX,Corporate & Workplace,CW-Developer,Office,113781.0,1256529.0
PROJECT_0007,Northwest,Bay Area,Silicon Valley,,,Biomedical Facilities,,R&amp;D Building (Laboratories),6948266.0,2500.0
PROJECT_0062,Northwest,Sacramento,Sacramento,San Rafael,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,6011279.35,60000.0
PROJECT_0552,,,,Colorado Springs,CO,Advanced Systems & Innovation,,Mission Critical,112781.0,6000.0
PROJECT_0005,Northwest,Bay Area,Silicon Valley,Palo Alto,CA,Corporate & Workplace,,Office,35554665.0,191836.0
PROJECT_0364,Northeast,DC - Baltimore,Baltimore,Towson,MD,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1628230.0,75000.0
PROJECT_0315,Northeast,DC - Baltimore,Washington DC,Chantilly,VA,Biomedical Facilities,,Biopharm Manufacturing,1925376.0,30000.0
PROJECT_0448,Southeast,Central Florida,Orlando,St. Augustine,FL,Academic Institutions,,Education/Classroom Space,1478629.0,46560.0
PROJECT_0183,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,BF-Research & Development/Science & Technology,Hospitals,0.0,
PROJECT_0264,Central,Dallas FTW,Dallas FTW,Roanoke,TX,Corporate & Workplace,,Mission Critical,2233984.99,251349.0
PROJECT_0174,Southwest,Arizona,Phoenix,Goodyear,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2454742.0,1200.0
PROJECT_0255,Central,Houston,Houston,Houston,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,27076119.0,27000.0
PROJECT_0458,Southeast,Central Florida,Orlando,Sumterville,FL,Other,,Office,75000.0,192750.0
PROJECT_0184,Southwest,Arizona,Phoenix,Queen Creek,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2900093.73,500.0
PROJECT_0043,Northwest,Bay Area,Silicon Valley,San Jose,CA,Clinical Infrastructure,,Outpatient Healthcare,0.0,2610.0
PROJECT_0006,Northwest,Bay Area,Silicon Valley,Mountain View,CA,Clinical Infrastructure,,Hospitals,4003341.0,4000.0
PROJECT_0458,Southeast,Central Florida,Orlando,Sumterville,FL,Other,OTH-Energy Provider,Office,0.0,192750.0
PROJECT_0259,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,,Office,131587290.0,1256529.0
PROJECT_0129,Southwest,SoCal,Newport Beach,Thousand Oaks,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,19806504.0,7000.0
PROJECT_0344,Northeast,Richmond,Richmond,Richmond,VA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,14346616.16,22000.0
PROJECT_0183,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,
PROJECT_0192,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,107954.0,15150.0
PROJECT_0456,Southeast,Central Florida,Orlando,Lake Mary,FL,Corporate & Workplace,,Other,274824.0,19500.0
PROJECT_0066,Northwest,Sacramento,Sacramento,Vacaville,CA,Clinical Infrastructure,,Hospitals,7500.0,500.0
PROJECT_0282,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,,Other,235268.0,2600.0
PROJECT_0388,Southeast,Atlanta,Atlanta,Rome,GA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,309885.0,385.0
PROJECT_0556,,,,Denver,CO,Advanced Systems & Innovation,,Mission Critical,10573278.0,189000.0
PROJECT_0142,Southwest,SoCal,Newport Beach,Irvine,CA,Corporate & Workplace,,Office,1125482.0,25199.0
PROJECT_0449,Southeast,Central Florida,Orlando,,,Academic Institutions,,Education/Classroom Space,200000.0,90000.0
PROJECT_0222,Central,Austin,Austin,Austin,TX,Corporate & Workplace,CW-Developer,Mixed Use,600054274.1,2500000.0
PROJECT_0195,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2166319.0,2500.0
PROJECT_0160,Southwest,SoCal,Newport Beach,Vernon,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,286350.0
PROJECT_0403,Southeast,South Florida,South Florida,Fort Lauderdale,FL,Clinical Infrastructure,,Hospitals,525900.0,4863.0
PROJECT_0007,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),538706.0,2500.0
PROJECT_0246,Central,Austin,Austin,Pflugerville,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,256001.0,
PROJECT_0261,Central,Dallas FTW,Dallas FTW,Fort Worth,TX,Clinical Infrastructure,,Other,-12717462.0,182152.0
PROJECT_0136,Southwest,SoCal,Newport Beach,Fullerton,CA,Academic Institutions,,Education/Classroom Space,2929708.0,19500.0
PROJECT_0307,Northeast,DC - Baltimore,Washington DC,ASHBURN,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,338812065.0,330800.0
